BusinessName,DBAName,LICSTATUS,LICENSECAT,DESCRIPT,LicenseAddDtTm,DAYPHN,Location
Subway (1438 Commonwealth Ave.),,Active,FT,Eating & Drinking w/ Take Out,08/03/2012 09:03:59 AM,+10000000000,"(42.348186, -71.13989)"
Subway (1868 Centre St.),,Active,FT,Eating & Drinking w/ Take Out,11/25/2011 09:34:24 AM,+10000000000,"(42.28588, -71.15506)"
Subway (334 Mass. Ave.),,Active,FT,Eating & Drinking w/ Take Out,10/19/2012 12:36:39 PM,+17815709061,"(42.34261, -71.084169)"
Subway (76 Summer St.),,Active,FT,Eating & Drinking w/ Take Out,08/03/2012 08:57:15 AM,+10000000000,"(42.35405, -71.05822)"
SUFFOLK UNIVERSITY CAFE,,Active,FS,Eating & Drinking,04/13/2007 11:22:01 AM,+10000000000,"(42.358992, -71.061988)"
Suffolk University Law School,,Active,FS,Eating & Drinking,04/13/2007 10:32:32 AM,+10000000000,"(42.356767, -71.061448)"
SUGAR BOWL,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:08 PM,+16172658000,"(42.321461, -71.05696)"
SUISHAYA RESTAURANT,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:53 PM,+19173406775,"(42.35121, -71.06037)"
Sullivan's Restaurant,,Active,FS,Eating & Drinking,12/07/2006 01:34:00 PM,+16178397313,"(42.373526, -71.066473)"
Sullivan's Tap,,Active,FS,Eating & Drinking,12/07/2006 01:33:54 PM,+10007426968,"(42.365016, -71.061179)"
SULLY'S PUB,,Active,FS,Eating & Drinking,12/07/2006 01:34:10 PM,+16172429515,"(42.373922, -71.062762)"
SULTAN'S KITCHEN,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:54 PM,+16175709009,"(42.359299, -71.054864)"
Summer Shack,,Active,FS,Eating & Drinking,12/07/2006 01:35:46 PM,+10000000000,"(42.347065, -71.085643)"
SUN PIZZA,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:34 PM,+16175411991,"(42.30715, -71.08214)"
SUN-AH'S CAFE,,Active,FT,Eating & Drinking w/ Take Out,07/29/2010 10:35:47 AM,+16178222233,"(42.29415, -71.07213)"
Super Fusion Express,,Active,FT,Eating & Drinking w/ Take Out,02/17/2011 01:28:37 PM,+16175220277,"(42.309982, -71.115568)"
Super Stop & Shop,,Active,FS,Eating & Drinking,03/22/2013 12:50:59 PM,+16175414700,"(42.326543, -71.065176)"
Super Stop & Shop,,Active,FT,Eating & Drinking w/ Take Out,12/08/2008 10:24:42 AM,+10000000000,"(42.35654, -71.13923)"
Supreme House of Pizza,,Active,FT,Eating & Drinking w/ Take Out,04/11/2007 09:29:31 AM,+16172693354,"(42.32954, -71.052909)"
Surf City Squeeze,,Active,FT,Eating & Drinking w/ Take Out,05/04/2007 10:13:31 AM,+16173305399,"(42.350021, -71.055941)"
SUSAN BAILIS ASSISTED LIVING,,Active,FS,Eating & Drinking,12/07/2006 01:35:46 PM,+10002471010,"(42.342059, -71.083489)"
SUSHI TIME,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:30 PM,+16178286102,"(42.35583, -71.0604)"
Sushiemon,,Active,FS,Eating & Drinking,10/03/2013 08:41:18 AM,+16172361464,"(42.34531, -71.08717)"
Sweet Life Bakery and Cafe,,Active,FS,Eating & Drinking,09/07/2012 08:57:24 AM,+10000000000,"(42.273782, -71.06785)"
Sweet Pepper Restaurant,,Active,FS,Eating & Drinking,03/26/2008 09:59:02 AM,+16177797229,"(42.34991, -71.1643)"
Sweetgreen,,Active,FS,Eating & Drinking,11/08/2013 12:25:15 PM,+10000000000,"(42.35022, -71.04786)"
Sweetgreen,,Active,FS,Eating & Drinking,01/24/2013 09:16:00 AM,+10000000000,"(42.35002, -71.07865)"
Swish Shabu,,Active,FS,Eating & Drinking,05/05/2011 12:55:38 PM,+18574885921,"(42.343077, -71.09911)"
Swissbakers,,Active,FS,Eating & Drinking,03/15/2012 10:40:11 AM,+10000000000,"(42.36301, -71.12851)"
SYMPHONY SUSHI,,Active,FS,Eating & Drinking,12/07/2006 01:35:53 PM,+16176695420,"(42.341989, -71.087081)"
Taco Bell # 29265,,Active,FT,Eating & Drinking w/ Take Out,04/18/2013 07:47:35 AM,+16173272645,"(42.266743, -71.16857)"
TACO MEX,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:45 PM,+16175939866,"(42.369685, -71.038659)"
TACOMANIA RESTAURANT,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:59 PM,+16178182507,"(42.375917, -71.039339)"
TAIWAN CAFE,,Active,FS,Eating & Drinking,05/10/2012 12:42:21 PM,+16174268181,"(42.351466, -71.060209)"
Taj Boston,IHMS LLC,Active,FS,Eating & Drinking,01/12/2007 10:21:44 AM,+16172014266,"(42.35283, -71.0716)"
TALK AND WOK CAFE,,Active,FS,Eating & Drinking,12/07/2006 01:36:05 PM,+16173616888,"(42.255952, -71.124289)"
TANGIERINO,,Active,FS,Eating & Drinking,12/07/2006 01:35:23 PM,+16172426009,"(42.37389, -71.06267)"
TANTRIC INDIA BISTRO,,Active,FS,Eating & Drinking,12/07/2006 01:36:38 PM,+15082915055,"(42.351378, -71.065729)"
TAPEO RESTAURANT & TAPAS BAR,,Active,FS,Eating & Drinking,12/07/2006 01:34:40 PM,+16172674799,"(42.34918, -71.08319)"
TAQUERIA EL CARRIZAL,,Active,FS,Eating & Drinking,03/21/2007 01:56:21 PM,+16177790022,"(42.35325, -71.13665)"
TAQUERIA JALISCO,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:12 PM,+16175676367,"(42.37871, -71.02818)"
TARANTA,,Active,FS,Eating & Drinking,12/07/2006 01:35:16 PM,+16179536786,"(42.362919, -71.05563)"
Tarboosh Pizza & Grill,,Active,FT,Eating & Drinking w/ Take Out,10/09/2013 01:28:38 PM,+10000000000,"(42.351954, -71.126177)"
Target Pizza,,Active,FT,Eating & Drinking w/ Take Out,12/11/2007 09:22:36 AM,+16173234400,"(42.26113, -71.15683)"
TASCA RESTAURANT,,Active,FS,Eating & Drinking,12/07/2006 01:34:40 PM,+16175433575,"(42.343328, -71.14265)"
Taste of Eden,,Active,FT,Eating & Drinking w/ Take Out,04/04/2007 03:17:33 PM,+10000000000,"(42.289223, -71.07283)"
TASTE OF THE TOWN,,Active,FS,Eating & Drinking,12/07/2006 01:35:12 PM,+17818487606,"(42.353033, -71.057556)"
Tasty Burger,,Active,FS,Eating & Drinking,07/16/2010 10:28:16 AM,+16174254444,"(42.344744, -71.098289)"
Tasty Burger.,,Active,FT,Eating & Drinking w/ Take Out,03/30/2012 11:07:21 AM,+16173042943,"(42.335236, -71.035552)"
Tavern At End Of The World,,Active,FS,Eating & Drinking,03/27/2009 10:08:21 AM,+16172414999,"(42.382197, -71.07937)"
Tavern Club,,Active,FS,Eating & Drinking,12/07/2006 01:33:52 PM,+16173389682,"(42.351901, -71.066169)"
Tavern In The Square,,Active,FS,Eating & Drinking,07/08/2010 09:21:20 AM,+16177828100,"(42.353257, -71.132449)"
Tavern In The Square Restaurant (So. Station),,Active,FS,Eating & Drinking,10/23/2013 10:21:20 AM,+16173125613,"(42.350021, -71.055941)"
Tavern Road,,Active,FS,Eating & Drinking,10/01/2012 10:35:26 AM,+16173470206,"(42.35059, -71.04938)"
Tea Do,,Active,FS,Eating & Drinking,06/12/2013 09:35:10 AM,+16179888002,"(42.35103, -71.06043)"
TEATRO,,Active,FS,Eating & Drinking,12/07/2006 01:35:43 PM,+16177786841,"(42.353, -71.06405)"
Telegraph Hill,,Active,FS,Eating & Drinking,07/15/2010 11:05:40 AM,+16172938460,"(42.332022, -71.052758)"
TEN TABLES,,Active,FS,Eating & Drinking,12/07/2006 01:35:40 PM,+10005248810,"(42.3149, -71.11427)"
Tenoch Mexican,,Active,FT,Eating & Drinking w/ Take Out,10/31/2013 08:52:33 AM,+16176698638,"(42.36328, -71.05188)"
Teriyaki House,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:54 PM,+16175135701,"(42.342726, -71.056371)"
Teriyaki House,T.H. Boylston Inc.,Active,FS,Eating & Drinking,12/19/2006 01:22:04 PM,+16172361008,"(42.346828, -71.08857)"
TERRAMIA RISTORANTE,,Active,FS,Eating & Drinking,12/07/2006 01:35:10 PM,+17818213651,"(42.36406, -71.05574)"
THAI ACCENT,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:27 PM,+16174821728,"(42.35583, -71.0604)"
THAI BASIL,,Active,FS,Eating & Drinking,12/07/2006 01:35:22 PM,+16175780089,"(42.35092, -71.07668)"
THAI DISH RESTAURANT,,Active,FS,Eating & Drinking,12/07/2006 01:36:20 PM,+16174379611,"(42.349571, -71.095239)"
Thai North Restaurant,,Active,FT,Eating & Drinking w/ Take Out,03/08/2013 01:21:53 PM,+18579193084,"(42.351226, -71.168461)"
Thai Place Restaurant,,Active,FT,Eating & Drinking w/ Take Out,11/10/2011 01:50:26 PM,+16177825782,"(42.352986, -71.13372)"
Thai Spice,,Active,FT,Eating & Drinking w/ Take Out,01/15/2013 02:57:10 PM,+16174690002,"(42.287454, -71.150249)"
Thaitation,,Active,FS,Eating & Drinking,01/21/2009 03:51:58 PM,+16175859909,"(42.342326, -71.096951)"
Thao Ngoc Restaurant,,Active,FS,Eating & Drinking,10/28/2013 09:58:46 AM,+16175061224,"(42.3052, -71.05917)"
The Alley Bar,,Active,FS,Eating & Drinking,12/11/2013 03:37:43 PM,+16172631449,"(42.357825, -71.058248)"
The Ames Hotel Dining Room  Patio & 2 Bars,,Active,FS,Eating & Drinking,08/20/2009 09:47:00 AM,+16179798100,"(42.35902, -71.05794)"
The Avenue Bar & Grill,,Active,FS,Eating & Drinking,06/29/2012 09:24:24 AM,+16179033110,"(42.35021, -71.13215)"
The Avenue Grille,,Active,FT,Eating & Drinking w/ Take Out,05/26/2009 09:57:21 AM,+16172888000,"(42.321424, -71.05653)"
THE BARKING CRAB,,Active,FS,Eating & Drinking,12/07/2006 01:34:41 PM,+16174262722,"(42.353895, -71.048576)"
The Beehive,,Active,FS,Eating & Drinking,05/11/2007 02:50:08 PM,+16174230069,"(42.344699, -71.071387)"
THE BELVEDERE CONDOMINIUM,,Active,FS,Eating & Drinking,12/07/2006 01:35:38 PM,+16172927618,"(42.346039, -71.082237)"
The Best Little Restaurant,,Active,FS,Eating & Drinking,04/22/2007 12:43:06 PM,+16175126276,"(42.3508, -71.0602)"
THE BOSTON ICE CREAM FACTORY,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:18 PM,+16174362189,"(42.294809, -71.048338)"
The Brahmin,,Active,FS,Eating & Drinking,08/01/2011 01:47:42 PM,+16177233131,"(42.348524, -71.073158)"
The Briar Rose,,Active,FS,Eating & Drinking,04/22/2014 03:23:23 PM,+18573427864,"(42.254144, -71.124084)"
THE CAFE ON NEW CHARDON ST.,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:17 PM,+17818609426,"(42.36211, -71.06174)"
THE CATERED AFFAIR @ BOS. PUBLIC LIBRARY(T.O.),,Active,FT,Eating & Drinking w/ Take Out,05/01/2009 08:53:05 AM,+17819829333,"(42.349231, -71.078658)"
THE CATERED AFFAIR @ BOSTON PUBLIC LIBRARY,,Active,FS,Eating & Drinking,05/01/2009 08:37:16 AM,+17819829333,"(42.349231, -71.078658)"
The Centre Bar,,Active,FS,Eating & Drinking,01/08/2007 09:42:28 AM,+16174360707,"(42.293557, -71.061944)"
THE CHARLES PLAYHOUSE,,Active,FS,Eating & Drinking,02/28/2007 07:40:13 PM,+16178241921,"(42.349952, -71.066168)"
The Clubs @ Charles River Park,,Active,FS,Eating & Drinking,12/07/2006 01:35:46 PM,+10000000000,"(42.365678, -71.066648)"
The Copley Square Hotel,,Active,FS,Eating & Drinking,06/19/2007 10:08:38 AM,+16175369000,"(42.348314, -71.078667)"
The Corner Pub of Chinatown,,Active,FS,Eating & Drinking,06/26/2008 11:17:40 AM,+16175427080,"(42.350779, -71.058449)"
The Corner Tavern,,Active,FS,Eating & Drinking,12/07/2006 01:34:34 PM,+16172546633,"(42.35014, -71.08944)"
The Delux Cafe,,Active,FS,Eating & Drinking,03/03/2014 11:25:34 AM,+16173385258,"(42.34626, -71.07288)"
The Draft Bar & Grill,,Active,FS,Eating & Drinking,11/05/2007 03:32:34 PM,+17818910727,"(42.354873, -71.132348)"
The Fairmount Grille,,Active,FS,Eating & Drinking,05/29/2013 11:56:42 AM,+16179227227,"(42.25459, -71.12019)"
THE FIELD HOUSE,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:45 PM,+16173532947,"(42.35459, -71.12367)"
The Glenville Stops,,Active,FS,Eating & Drinking,09/04/2013 10:27:07 AM,+16179033638,"(42.34956, -71.13491)"
THE GOOD LIFE,,Active,FS,Eating & Drinking,12/07/2006 01:36:24 PM,+16174512622,"(42.35344, -71.05904)"
THE GRAND CANAL,,Active,FS,Eating & Drinking,07/16/2012 11:08:08 AM,+16175231112,"(42.363866, -71.059131)"
The Greatest Bar,The Next Place LLC,Active,FS,Eating & Drinking,02/26/2009 01:26:09 PM,+16173670544,"(42.364533, -71.061391)"
THE HARP,,Active,FS,Eating & Drinking,12/07/2006 01:34:27 PM,+10007421010,"(42.364591, -71.062338)"
The Hawthorne,,Active,FS,Eating & Drinking,07/06/2011 11:11:20 AM,+16175329100,"(42.348521, -71.095099)"
THE HILL TAVERN,,Active,FS,Eating & Drinking,12/07/2006 01:34:49 PM,+16174672139,"(42.360985, -71.06661)"
THE HUB PUB,,Active,FS,Eating & Drinking,12/07/2006 01:34:51 PM,+16172278952,"(42.357254, -71.05958)"
The Inn @ St. Botolph,,Active,FS,Eating & Drinking,09/23/2008 10:01:43 AM,+16172661168,"(42.345009, -71.080893)"
The Juice Bar,,Active,FT,Eating & Drinking w/ Take Out,04/01/2009 01:18:29 PM,+18572223198,"(42.351661, -71.060969)"
THE JUNCTION,,Active,FS,Eating & Drinking,12/07/2006 01:35:45 PM,+16178393122,"(42.335139, -71.04595)"
The Kitchen,,Active,FS,Eating & Drinking,06/08/2012 09:59:09 AM,+16176951250,"(42.34363, -71.07176)"
The Lansdowne,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:28 PM,+16172680233,"(42.347341, -71.095081)"
The Liberty Hotel,,Active,FS,Eating & Drinking,12/13/2013 02:50:28 PM,+16172244000,"(42.36203, -71.070362)"
The Littlest Bar,,Active,FS,Eating & Drinking,11/07/2008 11:11:31 AM,+16177978010,"(42.35736, -71.05201)"
THE LOWER DEPTHS,,Active,FS,Eating & Drinking,12/12/2006 12:57:03 PM,+16172666662,"(42.34854, -71.09385)"
The Market,,Active,FS,Eating & Drinking,12/07/2006 01:34:59 PM,+16172630037,"(42.358443, -71.054658)"
THE MASTER MCGRATH,,Active,FS,Eating & Drinking,12/07/2006 01:36:29 PM,+16173618011,"(42.25647, -71.12031)"
The Merchant,,Active,FS,Eating & Drinking,05/01/2013 10:08:34 AM,+16176975215,"(42.35577, -71.05838)"
The North Star,,Active,FS,Eating & Drinking,12/07/2011 03:25:27 PM,+16177233222,"(42.364131, -71.061074)"
The Oceanaire Seafood Room,,Active,FS,Eating & Drinking,09/13/2007 10:14:22 AM,+16122369628,"(42.35903, -71.05927)"
The Old Havana,,Active,FS,Eating & Drinking,11/21/2013 01:20:07 PM,+16179839275,"(42.32267, -71.10675)"
The Olive Garden Italian Restaurant # 1674,,Active,FS,Eating & Drinking,06/04/2007 11:12:05 AM,+16179891371,"(42.326302, -71.065271)"
The Paint Bar,,Active,FS,Eating & Drinking,02/05/2013 10:15:55 AM,+16174675777,"(42.34936, -71.08253)"
The Paramount,,Active,FS,Eating & Drinking,06/07/2011 02:33:20 PM,+16175044199,"(42.33542, -71.03786)"
THE PLACE,,Active,FS,Eating & Drinking,10/02/2013 09:28:17 AM,+16175232081,"(42.3591, -71.054358)"
THE POINT,,Active,FS,Eating & Drinking,12/07/2006 01:35:16 PM,+10005237020,"(42.36168, -71.05704)"
The Porter Cafe,,Active,FS,Eating & Drinking,01/28/2011 09:39:23 AM,+10000000000,"(42.28738, -71.1492)"
The Pour House,,Active,FS,Eating & Drinking,12/07/2006 01:33:52 PM,+16172470590,"(42.34846, -71.08432)"
The Proper Slice,,Active,FT,Eating & Drinking w/ Take Out,02/18/2014 12:44:08 PM,+16177894889,"(42.349511, -71.16376)"
The Q,,Active,FS,Eating & Drinking,01/22/2010 11:08:40 AM,+16268077739,"(42.35198, -71.062106)"
The Real Deal,,Active,FT,Eating & Drinking w/ Take Out,03/06/2008 08:59:06 AM,+16175154336,"(42.310892, -71.11438)"
The Reserve,,Active,FS,Eating & Drinking,10/22/2012 10:31:47 AM,+16174511900,"(42.35663, -71.054279)"
The Restaurant @ Boston Athletic Club,,Active,FS,Eating & Drinking,10/19/2012 12:13:46 PM,+16172694300,"(42.33981, -71.04354)"
The Rotisserie,,Active,FT,Eating & Drinking w/ Take Out,08/16/2010 03:03:26 PM,+10000000000,"(42.309756, -71.083018)"
The Skating Club of Boston,,Active,FS,Eating & Drinking,12/07/2006 01:34:03 PM,+16177825900,"(42.363698, -71.13691)"
THE TAM,,Active,FS,Eating & Drinking,12/07/2006 01:34:13 PM,+10004829182,"(42.351506, -71.064544)"
The Times Irish Pub & Restaurant,,Active,FS,Eating & Drinking,12/07/2006 01:34:55 PM,+10003578463,"(42.35736, -71.05201)"
THE UNION LOUNGE,,Active,FS,Eating & Drinking,12/07/2006 01:34:23 PM,+16172883322,"(42.322135, -71.046901)"
THE UNIVERSITY OF MASSACHUSETTS CLUB,,Active,FS,Eating & Drinking,12/07/2006 01:36:27 PM,+16172873030,"(42.356135, -71.054068)"
The Upper Crust,,Active,FT,Eating & Drinking w/ Take Out,03/20/2013 08:45:31 AM,+17812355011,"(42.34156, -71.07662)"
The Wheelhouse,,Active,FS,Eating & Drinking,05/14/2014 12:15:28 PM,+16178178969,"(42.357754, -71.053938)"
The Wholy Grain,,Active,FT,Eating & Drinking w/ Take Out,10/01/2010 10:56:10 AM,+15085278228,"(42.34304, -71.06941)"
The Wild Rover Tavern,,Active,FS,Eating & Drinking,05/07/2012 02:12:36 PM,+18572638715,"(42.35958, -71.05404)"
The Wright Grill @ Geo. Wright Golf Course,,Active,FS,Eating & Drinking,03/18/2013 09:20:58 AM,+16172013479,"(42.26841, -71.13288)"
THEO'S COZY CORNER RESTAURANT,,Active,FS,Eating & Drinking,04/12/2007 10:41:58 AM,+16172410202,"(42.366083, -71.055108)"
Thinking Cup L L C,,Active,FS,Eating & Drinking,04/08/2010 01:49:17 PM,+16174078570,"(42.35394, -71.06372)"
Thinking Cup Newbury,,Active,FS,Eating & Drinking,03/19/2014 09:30:34 AM,+16174169250,"(42.35192, -71.07497)"
Thorntons Fenway Grille,,Active,FS,Eating & Drinking,08/04/2011 10:53:54 AM,+16174211161,"(42.342993, -71.099359)"
Thornton's Restaurant,,Active,FS,Eating & Drinking,12/07/2006 01:35:38 PM,+17814499893,"(42.344906, -71.081791)"
TIA'S WATERFRONT,,Active,FS,Eating & Drinking,10/21/2013 08:47:49 AM,+16172270828,"(42.356944, -71.050388)"
TICO,,Active,FS,Eating & Drinking,07/23/2010 09:15:02 AM,+10000000000,"(42.35084, -71.07311)"
Tin Tin Buffet,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:13 PM,+16172547888,"(42.355693, -71.14817)"
Tip Tap Room,,Active,FS,Eating & Drinking,01/26/2012 09:21:31 AM,+16178598555,"(42.361003, -71.063928)"
TOM ENGLISH CAFE,,Active,FS,Eating & Drinking,12/07/2006 01:34:24 PM,+16174368832,"(42.318168, -71.05692)"
Tom English Cottage,,Active,FS,Eating & Drinking,12/07/2006 01:34:00 PM,+16172699805,"(42.335902, -71.040453)"
Toni Ann's,,Active,FT,Eating & Drinking w/ Take Out,10/24/2011 09:45:25 AM,+16172429795,"(42.377577, -71.06678)"
Tony's Place,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:33:51 PM,+16173233550,"(42.27601, -71.16725)"
Top Griyo,,Active,FS,Eating & Drinking,09/19/2011 01:01:48 PM,+16172657408,"(42.29004, -71.08925)"
Top of The Hill,Top of the Hill Seafood & Subs,Active,FT,Eating & Drinking w/ Take Out,12/12/2006 11:20:18 AM,+16179747106,"(42.277526, -71.093761)"
TOPASIO RESTAURANT,,Active,FS,Eating & Drinking,12/07/2006 01:35:09 PM,+16175679523,"(42.37348, -71.03925)"
TORO,,Active,FS,Eating & Drinking,12/07/2006 01:36:30 PM,+16173129171,"(42.336936, -71.07588)"
Tossed,,Active,FS,Eating & Drinking,12/20/2011 10:05:06 AM,+16462697582,"(42.356797, -71.054981)"
Tostado,,Active,FT,Eating & Drinking w/ Take Out,04/30/2010 09:06:40 AM,+16174778691,"(42.322754, -71.103059)"
TOUCHIE'S SHAMROCK PUB,,Active,FS,Eating & Drinking,12/07/2006 01:36:28 PM,+16172680007,"(42.331251, -71.041281)"
Towne,Hynes Fine Dining  LLC,Active,FS,Eating & Drinking,05/13/2010 03:04:22 PM,+16172680233,"(42.34753, -71.08411)"
Trade,,Active,FS,Eating & Drinking,04/04/2011 10:45:53 AM,+10000000000,"(42.353337, -71.052914)"
Trattoria Andiamo,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:33 PM,+16176953775,"(42.35107, -71.057119)"
Trattoria Newbury,,Active,FT,Eating & Drinking w/ Take Out,01/07/2008 10:30:48 AM,+10000000000,"(42.3492, -71.08312)"
Tremont 647,,Active,FS,Eating & Drinking,12/07/2006 01:34:49 PM,+16172664600,"(42.34221, -71.07539)"
TREMONT CAFETERIA,,Active,FS,Eating & Drinking,04/13/2007 09:57:25 AM,+10000000000,"(42.35484, -71.063219)"
TREMONT HOUSE OF PIZZA,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:01 PM,+10005666120,"(42.3334, -71.10305)"
Tres Gatos Cafe,,Active,FS,Eating & Drinking,10/15/2010 10:00:55 AM,+16175246622,"(42.31909, -71.11164)"
TRIDENT BOOKSELLERS AND CAFE,,Active,FS,Eating & Drinking,12/07/2006 01:34:07 PM,+16172678688,"(42.34823, -71.0866)"
Trincity Cuisine,,Active,FS,Eating & Drinking,11/06/2013 01:24:51 PM,+10000000000,"(42.299579, -71.073644)"
Trio Cafe,,Active,FT,Eating & Drinking w/ Take Out,04/24/2013 01:27:26 PM,+16179593237,"(42.352823, -71.046098)"
TROQUET,,Active,FS,Eating & Drinking,12/07/2006 01:35:27 PM,+16176959463,"(42.35228, -71.06622)"
T'S PUB,,Active,FS,Eating & Drinking,11/12/2010 08:22:32 AM,+16172540807,"(42.35198, -71.11964)"
Tsushi Inc.,,Active,FT,Eating & Drinking w/ Take Out,08/14/2013 01:39:51 PM,+10000000000,"(42.338284, -71.106989)"
Tu Metapan Restaurant,,Active,FS,Eating & Drinking,11/07/2011 10:16:14 AM,+16178186109,"(42.37874, -71.02813)"
Tunnel,,Active,FS,Eating & Drinking,07/26/2013 01:15:18 PM,+16173880033,"(42.350916, -71.065256)"
Twelve Bens,,Active,FS,Eating & Drinking,12/07/2006 01:33:50 PM,+16172656727,"(42.298605, -71.057578)"
TWIN DONUTS,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:33:54 PM,+16172549421,"(42.35352, -71.13797)"
Typhoon Restaurant,,Active,FS,Eating & Drinking,12/07/2006 01:35:17 PM,+16178598181,"(42.349593, -71.080258)"
Uburger,,Active,FS,Eating & Drinking,05/31/2007 01:55:17 PM,+16175360448,"(42.349571, -71.095239)"
UGIS SUBS,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:00 PM,+16174277032,"(42.32843, -71.08311)"
Ula Cafe,,Active,FS,Eating & Drinking,08/16/2013 09:24:44 AM,+16175247890,"(42.32095, -71.0995)"
Umai Japanese Restaurant,,Active,FS,Eating & Drinking,06/10/2011 09:41:03 AM,+16175367500,"(42.34973, -71.08116)"
Undine Cafe @ Caturano Co.,,Active,FS,Eating & Drinking,08/16/2010 01:20:28 PM,+16172411254,"(42.37134, -71.060913)"
Unidine Corporation,,Active,FS,Eating & Drinking,08/19/2011 10:41:18 AM,+16174673700,"(42.345875, -71.064496)"
Union Club of Boston,,Active,FS,Eating & Drinking,12/07/2006 01:34:06 PM,+16172270589,"(42.3575, -71.0627)"
UNION OYSTER HOUSE,,Active,FS,Eating & Drinking,12/07/2006 01:34:16 PM,+16173345019,"(42.36127, -71.05688)"
University Club of Boston,,Active,FS,Eating & Drinking,12/07/2006 01:34:02 PM,+16172665600,"(42.3485, -71.07476)"
UNIVERSITY HOUSE OF PIZZA,,Active,FS,Eating & Drinking,12/07/2006 01:34:39 PM,+16174429280,"(42.338552, -71.092818)"
Uno Chicago Grill,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:12 PM,+16172185336,"(42.34842, -71.097471)"
Uno Chicago Grill,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:12 PM,+16172185336,"(42.349589, -71.080292)"
Uno Due Go,,Active,FS,Eating & Drinking,01/25/2011 09:45:43 AM,+16172185336,"(42.35445, -71.05881)"
Van's Restaurant & Bar,,Active,FS,Eating & Drinking,09/18/2008 10:19:42 AM,+16174368100,"(42.307719, -71.05859)"
VAUGHN'S FISH N CHIPS,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:00 PM,+16172962402,"(42.303295, -71.078779)"
Vee Vee,,Active,FS,Eating & Drinking,01/31/2008 03:39:24 PM,+16175220145,"(42.310283, -71.11526)"
Vejigamtes Restaurant,,Active,FS,Eating & Drinking,12/30/2011 12:41:40 PM,+16175150362,"(42.341861, -71.07242)"
VENEZIA RESTAURANT (HARBOR LIGHTS),,Active,FS,Eating & Drinking,04/17/2007 02:05:06 PM,+10000000000,"(42.292133, -71.040224)"
Very Berry Frozen Yogurt,,Active,FT,Eating & Drinking w/ Take Out,02/20/2014 03:13:15 PM,+16179593780,"(42.30288, -71.05969)"
Victoria Seafood,,Active,FS,Eating & Drinking,12/07/2006 01:34:53 PM,+10009641397,"(42.352234, -71.12166)"
Victoria's Diner,,Active,FS,Eating & Drinking,02/10/2012 08:44:24 AM,+16174425965,"(42.32707, -71.06681)"
Viga,,Active,FT,Eating & Drinking w/ Take Out,12/23/2013 02:07:03 PM,+16175428442,"(42.348611, -71.074438)"
Viga,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:06 PM,+10000000000,"(42.354147, -71.057948)"
Viga (133 Pearl Street),,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:09 PM,+16179014700,"(42.35474, -71.05384)"
Viga Italian Eatery,,Active,FT,Eating & Drinking w/ Take Out,05/04/2007 09:23:18 AM,+16177428442,"(42.357825, -71.058248)"
Viga-The Deck @ Digitas Co.,,Active,FT,Eating & Drinking w/ Take Out,08/04/2010 08:48:40 AM,+19788534738,"(42.3562, -71.05804)"
Vikos Pizza & Ribs,,Active,FT,Eating & Drinking w/ Take Out,02/11/2014 02:40:53 PM,+16173618456,"(42.26287, -71.10831)"
Villa Francesca,,Active,FS,Eating & Drinking,12/29/2011 12:55:54 PM,+16173672948,"(42.363348, -71.054559)"
Villa Sombrero Cafe,,Active,FS,Eating & Drinking,10/19/2009 09:44:31 AM,+16174456334,"(42.3213, -71.07199)"
Village Pizza & Grill,,Active,FS,Eating & Drinking,10/05/2009 08:49:47 AM,+16172699421,"(42.336303, -71.03526)"
Village Sushi & Grill,,Active,FS,Eating & Drinking,05/09/2007 01:41:12 PM,+16173637874,"(42.2866, -71.13017)"
VINA ROAST,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:57 PM,+16173233228,"(42.306157, -71.059048)"
